deal_id,legacy_id,date,target,deal_status,closing_date,categories,region,country,classification,confidence,recommended_treatment,direct_company_ids,direct_company_names,target_company_ids,target_company_names,platform_company_ids,platform_company_names,source_candidate_company_ids,source_candidate_company_names,all_supported_company_ids,all_supported_company_names,supporting_source_urls,ambiguity_reasons,classification_reason,snapshot_sha256
cmrv5w99o00gph8he126emkvd,WB-2026-07-10-010,2026-07-10T21:00:00.000Z,Milestone Environmental,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_815abd395ff975ed0d56c293,Milestone Environmental,j26_company_815abd395ff975ed0d56c293,Milestone Environmental,,,j26_company_815abd395ff975ed0d56c293,Milestone Environmental,j26_company_815abd395ff975ed0d56c293,Milestone Environmental,https://isquaredcapital.com/news/acquisition-agreement-milestone-environmental/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,61424ca75292cdb68c17eb8145d1514524b2a50fc5990749bd74c52b0101c450
cmrv5w9kq00gth8heacfnfblc,WB-2026-07-10-011,2026-07-10T22:00:00.000Z,Sabey Data Center Properties,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0ntv00g3m8lzjejtj0ji,Sabey Data Centers,,,,,cmnva0ntv00g3m8lzjejtj0ji,Sabey Data Centers,cmnva0ntv00g3m8lzjejtj0ji,Sabey Data Centers,https://www.globenewswire.com/news-release/2026/07/08/3324085/0/en/sabey-data-center-properties-welcomes-strategic-investment-from-ares-strengthening-platform-for-continued-growth.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,9dacafec47d6623853af7a864b8c4cbaa8c2435cec8846e8d3aaabf4407cdbaa
cmrv5w9vr00gxh8hex0as1x8g,WB-2026-07-10-012,2026-07-10T23:00:00.000Z,Northern Fiber Holding,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,Germany,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",9569da9205f8029841a3271bc871e88e4a54872e367c539bcae3fff9b9b32fc3
cmrv5wa3g00h1h8hesdaw5lnm,WB-2026-07-10-013,2026-07-11T00:00:00.000Z,D-Marin,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,Mediterranean / EMEA,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",544a166b977511b17eb3facf2a1f4a3f4215d2eeeae95591490eda10cca3a3de
cmrv5wafz00h6h8he037foi2y,WB-2026-07-10-014,2026-07-11T01:00:00.000Z,Helen EV Charging Business,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,Finland,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",828ff486d5abdf4845bd7b2e834542cdf98a391cf402c130c998702f59c6d16c
cmrv5waqj00hah8heo9tadp9z,WB-2026-07-10-015,2026-07-11T02:00:00.000Z,Dresser Utility Solutions,ANNOUNCED,,SALE_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_9453f2367096a313715c1441,Dresser Utility Solutions,j26_company_9453f2367096a313715c1441,Dresser Utility Solutions,,,j26_company_9453f2367096a313715c1441,Dresser Utility Solutions,j26_company_9453f2367096a313715c1441,Dresser Utility Solutions,https://www.blackstone.com/news/press/blackstone-energy-transition-partners-announces-agreement-to-acquire-dresser-utility-solutions-from-first-reserve/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,3809e9eb54b30e823b0e0ce5bd1cf5bce8c6788d26b4727d81e7612fe4cf7122
cmrv5wb5v00hhh8he5v77ego3,WB-2026-07-10-016,2026-07-11T03:00:00.000Z,MidOcean Energy,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,North America / Global,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",2a8b244ce066e91ce510593e9dbcd871fdfe07dd540e081ea5e4edaa85f00ca3
cmrv5wbgk00hlh8he6nk74l3h,WB-2026-07-17-001,2026-07-17T12:00:00.000Z,Sprng Energy,ANNOUNCED,,ACQUISITION_BOLT_ON,ASIA_PACIFIC,India,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",8c7757c53ba3c48b5f8473a0c3a65d0077b41136fe265356780b34567e2fa144
cmrv5wbto00hph8hectw4muie,WB-2026-07-17-002,2026-07-17T13:00:00.000Z,Summit Ridge Energy,ANNOUNCED,,ACQUISITION_MAJORITY_STAKE,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0txl00pym8lztee54mui,Summit Ridge Energy,cmnva0txl00pym8lztee54mui,Summit Ridge Energy,,,cmnva0txl00pym8lztee54mui,Summit Ridge Energy,cmnva0txl00pym8lztee54mui,Summit Ridge Energy,https://www.globenewswire.com/news-release/2026/07/14/3326975/0/en/global-infrastructure-partners-agrees-to-acquire-summit-ridge-energy.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,b68d6b7a907ab990104409a58f2d3ed9509170ea1e954e3e9af6b162bba62fc7
cmrv5wc2y00hth8hei1qed9kl,WB-2026-07-17-003,2026-07-17T14:00:00.000Z,Formosa 2 Offshore Wind Farm,ANNOUNCED,,ACQUISITION_BUYOUT,ASIA_PACIFIC,Taiwan,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",70db723581ee7609af272ede6f673d72174b33c50caf6551b4d4bdea30b17c4a
cmrv5wcdi00hxh8he750fveef,WB-2026-07-17-004,2026-07-17T15:00:00.000Z,Tuscania BESS Portfolio,ANNOUNCED,,ACQUISITION_BOLT_ON,EUROPE,Italy,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",d69a1e28b8a54e4b4e22ddf1f85a6cc01a9c397236a4bbfbbadc17f1a64eeeaf
cmrv5wco800i1h8he3809w5tp,WB-2026-07-17-005,2026-07-17T16:00:00.000Z,SELCHP,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,United Kingdom,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",460fffc12b3a19352a42ef64a44a10e1c13397f966de3b218be3f150fd4ba1ab
cmrv5wd3p00i7h8he3libxk2b,WB-2026-07-17-006,2026-07-17T17:00:00.000Z,ClearGen C&I Solar Portfolio,ANNOUNCED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva0y4j00wum8lznfqkmf5b,ClearGen Holdings,,,cmnva0y4j00wum8lznfqkmf5b,ClearGen Holdings,cmnva0y4j00wum8lznfqkmf5b,ClearGen Holdings,cmnva0y4j00wum8lznfqkmf5b,ClearGen Holdings,https://www.businesswire.com/news/home/20260714806483/en/ClearGen-Acquires-19-MW-Portfolio-of-Operating-Distributed-Generation-Solar-Assets,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,5e4cda36101273fa987f3ebe1b35b252e35fe0c3f84fb40adaaf5e8c57412099
cmrv5wdel00ibh8heqfhecwbq,WB-2026-07-17-007,2026-07-17T18:00:00.000Z,EcoEridania,ANNOUNCED,,SALE_MAJORITY_STAKE,EUROPE,Italy,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",9e96ab55ecbfa7b987cc9e7102d7163596cc82265d5f1ceaeca5c217da73045e
cmrv5wdu100ihh8he2bhic6tz,WB-2026-07-17-008,2026-07-17T19:00:00.000Z,All American Tire / Colt Tire Recycling / Genan,CLOSED,,ACQUISITION_BOLT_ON,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,cmnva13c90162m8lzay2ksmem,Liberty Tire Recycling,,,,,cmnva13c90162m8lzay2ksmem,Liberty Tire Recycling,cmnva13c90162m8lzay2ksmem,Liberty Tire Recycling,https://libertytire.com/About/News/Liberty-Tire-Recycling-Strengthens-Gulf-Coast-Operations-and-Recycling-Efforts-with-Strategic-Acquisitions/,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,3d0a36532ec162dc1ddadf34d8d06a41b8f6102f2399175a53cd21f621c39bb8
cmrv5we2h00ilh8heo7a26b64,WB-2026-07-17-009,2026-07-17T20:00:00.000Z,Cyntox Biohazard Solutions,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_2418fb7b2d0d2d6b763ed784,Cyntox Biohazard Solutions,j26_company_2418fb7b2d0d2d6b763ed784,Cyntox Biohazard Solutions,,,j26_company_5caab411560abd65db18cf55; j26_company_2418fb7b2d0d2d6b763ed784,AdvoWaste Medical Services; Cyntox Biohazard Solutions,j26_company_5caab411560abd65db18cf55; j26_company_2418fb7b2d0d2d6b763ed784,AdvoWaste Medical Services; Cyntox Biohazard Solutions,https://www.igneoip.com/usa/en/institutional/news-and-insights/press/igneo-acquires-two-us-medical-waste-management-businesses.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,7e0d13aff6093263eab4c7e103329262894c80619c8fa7bbb82489c6e1a2d3a2
cmrv5wecz00iph8hembuh8e39,WB-2026-07-17-010,2026-07-17T21:00:00.000Z,AdvoWaste Medical Services,ANNOUNCED,,ACQUISITION_BUYOUT,NORTH_AMERICA,United States,DIRECT_DEAL_COMPANY_CITATION,HIGH,VERIFY_LINKED_COMPANY_CARD,j26_company_5caab411560abd65db18cf55,AdvoWaste Medical Services,j26_company_5caab411560abd65db18cf55,AdvoWaste Medical Services,,,j26_company_5caab411560abd65db18cf55; j26_company_2418fb7b2d0d2d6b763ed784,AdvoWaste Medical Services; Cyntox Biohazard Solutions,j26_company_5caab411560abd65db18cf55; j26_company_2418fb7b2d0d2d6b763ed784,AdvoWaste Medical Services; Cyntox Biohazard Solutions,https://www.igneoip.com/usa/en/institutional/news-and-insights/press/igneo-acquires-two-us-medical-waste-management-businesses.html,,At least one published company is explicitly linked to the deal by a Citation row carrying both IDs.,cb861a8ed177571d26b8eed99766deb38cce9546d1018aa3128695ba6c17e7b4
cmrv5wend00ish8hep4juhda0,WB-2026-07-17-011,2026-07-17T22:00:00.000Z,Raxio Group,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,MIDDLE_EAST_AFRICA,Africa,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",8415ed15431edbf5b249327bb51e2f7684dd2b572c7f531dff59293f4e8019b4
cmrv5weva00iwh8henxf0elfw,WB-2026-07-17-012,2026-07-17T23:00:00.000Z,TIP Group,ANNOUNCED,,SALE_MINORITY_STAKE,EUROPE,Europe,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",57929baa0fd4a880e8b04c567d5ce70aec2c062b04e2d0c5a9431dd884d55f21
cmrv5wfgj00j3h8hezlrugqcm,WB-2026-07-17-013,2026-07-18T00:00:00.000Z,Delfin FLNG2,ANNOUNCED,,ACQUISITION_MINORITY_STAKE,NORTH_AMERICA,United States,NO_PROVEN_EXISTING_COMPANY_RELATIONSHIP,NONE,NO_EXISTING_COMPANY_ACTION,,,,,,,,,,,,,"No direct citation, deterministic target match, explicit platform signal, or shared company source was found.",7a01aa8f00bfa7c90219dca4e8c415a723fd23211c7a7c3645e1301034f0c7e4
